id;estimated_start_time;house_id;info;notes;warnings;visible;notes_ext;raw_address;raw_title;route_id;duration
7981;2015-09-23 16:20:00+00;1023;"- 650-996-7015 or 650-704-0966

1. Customer phone number: (650) 996-7105
2. Kids & pets:
3. Weekly or Bi-weekly: Weekly
4. Price of service: $221.00
5. Cleanup Required:";"* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"- Construction going on (August 5)

- Door code/key location: Customer installed a key lockbox - Code: 1678

- Key to back door is very small and can be lost easily. Please put gate key on your key ring and then put it back into the lockbox, once you are done with service

The lock box is situated to the right behind the house at the gas meter pipe. Where the garbage bins are kept

You will need to take the key out of the lockbox and open the door to the front patio so you can get access to the backyard. Lots of detail work at this property

Walk up the brown stairs and unlock the door to the patio (it looks like a front door). The door closes automatically. You will need to unlock the door each time you walk to the front yard

- Customer has been disappointed with service in the past!

- Areas to exclude: 

- Excluded services:

- Green bin: 

- Trash day: TUE

- Use electric blower";t;"";;;1464;01:35:00
3106;2015-07-27 15:00:00+00;84;"* Kris asked us to put them as a first stop on our route because she has three small kids that nap mid-morning

* Phone #: **(408) 410-4250**";"* Vines behind shed have been removed May 11

* $105 per month

* Use green bin

* Pick-up: WED
- June 8:
  - Hedged two shrubs in front by garage door";"* Do not ring the doorbell, if you have questions, because kids might sleep! Call customer instead
* Dog is not dangerous in case he is not in the kennel (he is old and friendly)

* Check hedges on property
  * Text me, if  you hedge or if we need to hedge next week (send photo)
- Monitor lawns and plants
  - text me, if you notice problems with irrigation

* Dog run is excluded from service";t;"";;;654;00:45:00
7982;2015-09-23 18:05:00+00;959;"* Phone Number: (650) 380-0550 (Pipedrive)
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **This property will receive organic weed treatments and fertilizers only**
* Maintain back of Hydrangea quercifolia along pool
(CUSTOM)
* Maintain Climbing Roses and Wisteria 
(CUSTOM)
* Maintain Cotinus, Citrus and Japanese Maples
(CUSTOM)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: Put in green bin
**Empty grey rubber can near back of pool into green bin debris collected by pool service (The bin for leaves from the pool guy is to the left of pool)**
* Additional Access information: None
* Areas/service to exclude: 
* Type of service: CUSTOM - WEEKLY
* First service date: July 8, 2015
* Blower restriction: Use battery operated blower only 
* (Annotated Blueprint link) - (http://bit.ly/1Ktoadb)";t;"";;;1464;01:30:00
2742;2015-07-21 16:10:02+00;601;"";"- Lawns in front and back (is back lawn synthetic?)
- $108
- First service: June 23
- Deadhead: Agapanthus, Kangaroo Paw, 
- Corner lot";"- Bi-Weekly
- Would like service on Wednesday
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
- Is the lawn in the back synthetic?
- Green bin:  ?
- Pick-up: THU";t;"";;;580;01:35:00
7984;2015-09-23 20:05:00+00;825;"* Phone Number: (909) 569-9373
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
Keep low-hanging branches of California Pepper Tree at front right trimmed out of the driveway
(CUSTOM)
Keeps shrubs and small trees trimmed away from eaves
(CUSTOM)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: Put in green bin
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM - WEEKLY
* First service date: July 8, 2015
* Blower restriction: Use battery operated blower only (Los Gatos, Palo Alto, Los Altos)
* (Annotated Blueprint link) - (http://bit.ly/1Lusc77)";t;"";;;1464;01:15:00
2260;2015-07-13 18:15:00+00;712;;;;t;Hello Sheela we are resending this report because original had an error. Have a great evening.;;;488;03:00:00
4530;2015-08-12 17:55:00+00;324;;;dogs in backyard;t;"";;;889;02:00:00
2456;2015-07-16 19:00:14+00;;;;;f;;;Lunch;530;00:30:00
8185;2015-09-25 20:00:00+00;260;"* Phone Number: (650) 387-6156
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **Customer noticed that debris is blown into neighbors yard - be careful when blowing**
Do not blow away new mulch and compost! Neighbor complained that debris is being blown onto his property!!! (REQUESTED)
* **Gardener has broken one of the new drip irrigation extensions - be very careful about drip irrigation extensions!!**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Monday
* Debris: Put in green bin
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM, WEEKLY
* First service date: 5/8/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1493;00:40:00
2460;2015-07-16 22:15:36+00;160;"";"Pick-up: FRI
Healthy lawn
- June 22:
  - lots of debris - Aaron came to take some of the debris to take to Abel later- Lawn looks really healthy (May 21)
- Roses Camellias
Green bin: no
- Pick-up is Friday
";"- Take debris with you
- Monitor star jasmine hedge and text me, if it needs to be trimmed (send a picture)
  - this hedge will be taken care of by pruning
- Text me whether there is a green bin
- Monitor hedges and shrubs
  - Text me, if you trim shrubs and hedges or if you plan on hedging next week (send picture)
- Monitor lawns and plants
  - Text me, if you notice problems with irrigation";t;"";;;530;01:10:00
2261;2015-07-13 22:00:00+00;698;;;;f;;;;488;01:00:00
4065;2015-08-07 18:50:00+00;;;;;f;;;Lunch;820;00:30:00
7985;2015-09-23 21:30:00+00;1395;"* Phone Number: (919) 448-8256
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: [Put in green bin/Place on curb/Haul away] ?
* Additional Access information: None
* Areas/service to exclude: **Back lawn is dead (REQUESTED)**
* Type of service: ESSENTIALS - BI-WEEKLY
* First service date: 7/15/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1464;00:55:00
2262;2015-07-13 23:15:00+00;1001;;;;t;Hello Bruce, we are resending this report because original had an error. Have a great evening.;;;488;02:00:00
4668;2015-08-14 20:20:00+00;;;;;f;;;Lunch;913;00:30:00
8004;2015-09-23 18:25:00+00;359;- July 11 customer complained: see email message to you, titled Kathy Moulton;"- Gate to left of driveway should be unlocked- Made a note in help@ezhome that bougainvillea needs to be topped by pruning (ladder is required) - Travis is scheduled for May 26
- $76

- House has two units (1621 & 1625 but it is managed as one property – they share the backyard and the lawn out front)
- Deadhead: Camellias, [Agapanthus](http://goo.gl/SLGeXe)
- [Bougainvillea](https://goo.gl/omFEUL)
- Use green bin";"- **Manually shut back gates** - they are old and don't latch, if they are left to bang shut
- ORGANIC
- Irrigation tubes were cut - Irrigation crew fixed them

- Careful around solar sticks - we already broke some
- Make sure to pick up all debris
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered

- ONLY deadhead roses that are completely finished
- **Keep Bougainvillea at driveway pruned back**
  - text me, if we need to trim it back next week (add a photo)
- Maintain Jasmine 
  - text me, if it needs to be hedged next week (add a photo)";t;"";;;1467;01:10:00
843;2015-06-08 22:30:00+00;577;"";"";"";f;;;;15;00:30:00
3141;2015-07-27 15:00:00+00;;;;;f;;1146 Blossom Hill Road San Jose, CA 95118;Gardener Meeting at Whole Foods;661;00:30:00
2270;2015-07-14 22:30:00+00;959;;;;t;"";;;492;01:00:00
1081;2015-06-16 17:30:00+00;435;"";"";"";f;;;;40;02:00:00
3487;2015-07-31 16:40:55+00;371;"* Weekly
* Cleanup Required: Yes (weed cleanup)";;"* Type of service: Essential
* Green bin: Curbside
* Date of first service: May 22, 2015";t;"";;;726;00:50:00
4750;2015-08-14 20:30:00+00;2404;;;Gate code is: 3579;t;"";;;926;01:00:00
8006;2015-09-23 20:05:00+00;1020;"1. Customer phone number:( 408) 998-8598
2. Kids & pets:
3. Weekly or Bi-weekly: Bi-Weekly
4. Customer emails: 
5. Sales Rep: Megan
6. Customer Rep: Shilonda
7. First service date: July 15
8. Price of service: $89
9. Cleanup Required:
10. Maintenance Ready:
11. Customer preferred day for service: 

* Ring the doorbell if there is open windows or washing outside before you start service
* Monitor plants, shrubs, hedges and irrigation problems (e.g. diseased plants or shrubs, hedges over 5 feet that needs trimming, broken sprinkler or plants not getting water)
* Instructions for debris removal";"* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)


Service History

* Feedback from gardener
* One-off tasks for future visits
* Visit history (e.g., clean-up on XX, first service visit on XX)";"- Take debris with you!!!

- Door code/key location:
  - There is an iron gate that crosses the driveway to the right of the house. To the right of the gate is a small wooden gate. Unlock that, walk into the back, and immediately on the left is a box with a silver button on the right. Push that and the gate will open.
Alternatively, on the left of the house, there is a traditional wood gate opening.

- Areas to exclude: 

- Included services: Bamboo maintenance is included

- Type of service: Custom plus Essetnials

- Green bin: 

- Trash day: MON

- Blower regulation per city:

- Cities with electric only:

  - Los Gatos, Los Altos,  Palo Alto,  Menlo Park (low emission gas blower is okay - BR500)  

- Clean up or maintenance required (specify)?

- Text me if you notice problems with the irrigation [send a photo]

- Text if a visit by the pruning crew is required [send a photo]";t;"";;;1467;01:15:00
4070;2015-08-07 19:15:00+00;;;;;f;;;Lunch;821;00:30:00
6721;2015-09-08 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1252;00:45:00
4122;2015-08-07 16:25:00+00;11;;irrigation system is off and needs to be turned back on;;t;"";;;809;02:00:00
3526;2015-07-31 19:30:00+00;228;;;;t;"";;;723;02:00:00
2531;2015-07-17 20:00:14+00;;;;;f;;;Lunch;542;00:30:00
935;2015-06-10 20:30:00+00;306;"";"";"";f;;;;29;01:30:00
4542;2015-08-13 19:05:00+00;;;;;f;;;Lunch;891;00:30:00
8245;2015-09-26 00:25:00+00;1665;"* Phone Number:  (408) 828-0870
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **Customer was very upset that blowing was done sloppily**
* **Move lawn chairs when blowing and blow out pillows.**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: Put in green bin
* Additional Access information: Ring the doorbell if there is open windows or washing outside before you start service
* Areas/service to exclude: None
* Type of service: ESSENTIALS, BI-WEEKLY
* First service date: 7/17/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1501;00:55:00
7960;2015-09-23 16:35:00+00;1988;"* 1-650-842-0209
* Kids & pets: No
* Weekly or Bi-weekly: Bi-weekly
* Cleanup Required: No";"Note the address is 363 Hawthorne - the small house at the back of the big house on 365 Hawthorne
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)



Hi Magdalena,

I met with Bing Wei today and the long driveway is not included with her property (she says the front home owner planted the plants along the left side of the driveway and that their gardener cares for it). I specifically asked about blowing and she said the other home takes care if it.

So, our scope should only be the hardscape immediately around the rear home and the plants around it, as well.

I will prepare a Custom proposal to include hand-pruning and will send to Bing later this week. FYI she also requested a proposal to install an herb area to replace the front lawn and inquired about an irrigation check. In the meantime, she is staying with Essentials service.

She also mentioned that we can cut back the large Plumbago (light blue flowered plant) near the garage (the gardener didn't want to remove the flowers by cutting it back but she said its okay).

LMK if you need more info :)";"* Question came up whether the long driveway leading to the home is included in the service. Zolene will have a meeting with the customer the week of Aug. 17. Call to get this info.


* Door code/key location:

* Areas/service to exclude: WILL LET LAWN DIE - Long Driveway is excluded from service

* Type of service: **Essentials** (is planning to upgrade to Custom)

* Green bin: 

* Trash day: 

* Date of first service: 7/29/2015

* **Use battery operated/electric blower only per Palo Alto regulations**";t;"";;;1462;00:30:00
2209;2015-07-14 15:00:00+00;216;- June 28 customer emailed to be careful with her mulch! It looks like we have been throwing/blowing away a lot of her mulch;"- Use green bin
- Pick-up: FRI
- $160
- Deadhead: Roses
- Less care required along back fence, behind trees and shrubs there
- Hedge/trim privet hedge at side gate 
  - text me, if we need to hedge next week
  - text me a picture of the hedge, if we need to hedge it next week
- Remove privet volunteers along back fence (none May 19)
- May 19: roses were cut down
- June 23:
  - bushes in front left (Daniel sent a picture) need to be trimmed next week
";"- DO NOT cut back any plants without customer’s permission 

- DO NOT blow away mulch - blow softly and remove leaves with your hands
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think 

";t;"";;;478;01:00:00
2750;2015-07-22 02:29:00+00;1139;;;;t;"";;;582;02:15:00
4674;2015-08-14 20:40:00+00;;;;;f;;;Lunch;914;00:30:00
6381;2015-09-02 21:50:00+00;29;;;;t;"";;;1201;02:00:00
609;2015-06-01 20:45:00+00;176;"";"";"";f;;;;17;01:00:00
1063;2015-06-15 15:00:00+00;405;"";"";"";f;;;;373;03:00:00
8083;2015-09-24 16:45:00+00;1699;"* Phone Number: 650.814.8408
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* Remove [Bermuda grass] out of the front flower beds 
* Remove weeds out of the paver walkway 
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: ?
* Additional Access information: ?
* Areas/service to exclude: **Deadhead**
* Type of service: ESSENTIALS, WEEKLY
* First service date: 7/30/15
* Blower restriction: None";t;"";;;1478;00:55:00
4119;2015-08-07 15:00:00+00;873;;;"neatly pile debris on the street

Client maintains potted plants, Bougainvillea, and vegetables, so no need to touch those";t;"";;;811;04:00:00
